ID,Expt,ExptA,RefShort,Ref,Location,Lat,Lon,Elev,Biome,System,Subsystem,Method,Area,Vol,Duration,Season,Year,TempMan1,TempMan2,TempMean,TempSD,TempIncr,NutrientsAdded,StressorAdded,AddTrt,AddTrtType,TrtLevel,TrtLevelType,TrtUnits,TrtValue,TrtValueUnits,Rep,LightValue,LightUnits,SamplingDay,GenTime_Days,SamplingDay_Gen,Day,Productivity,NPP sd,ER,ER sd,FluxUnits,MultipleSpecies,TaxonGrp,Taxon,SpeciesName,trophy,TrophicLev,ConsumerPresent,MaxTrophicLev,BodySizeHres,BodySizeHresUnits,BodySize,BodySizeSD,BodySizeUnits,NA,Density,DensitySD,DensityUnit,DensityOU,Biomass,BiomassUnit,BiomassVariance,BiomassVarMeasure,BiomassSD,BiomassOU,Biomass.normalized,Biomass.normalized.unit,abund.type,Notes1,Notes2,PaperEnteredBy,ReviewedBy,EditedBy,DataFromAuthor
3805,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,180,NA,Initial,NA,NA,NA,NA,NA,yes,macroalgae,green algae,Cladophora,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2,g WW,0.4545,SE,1.016292906,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3806,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,180,NA,Initial,NA,NA,NA,NA,NA,yes,macroalgae,green algae,Cladophora,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2,g WW,1.3426,SE,3.002144897,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3817,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,180,NA,Initial,NA,NA,NA,NA,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2,g WW,0.065,SE,0.14534442,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3818,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,180,NA,Initial,NA,NA,NA,NA,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2,g WW,1.3732,SE,3.070568578,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3799,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,180,NA,Final,NA,NA,NA,NA,NA,yes,macroalgae,macroalgae,multiple,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2.2078,g DW,0.4545,SE,1.016292906,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3800,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,180,NA,Final,NA,NA,NA,NA,NA,yes,macroalgae,macroalgae,multiple,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,6.9383,g DW,1.3426,SE,3.002144897,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3811,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,180,NA,Final,NA,NA,NA,NA,NA,yes,macroalgae,macroalgae,multiple,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.2597,g DW,0.065,SE,0.14534442,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3812,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,180,NA,Final,NA,NA,NA,NA,NA,yes,macroalgae,macroalgae,multiple,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2.4229,g DW,1.3732,SE,3.070568578,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3796,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Final,5.79,6.24,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0688,Chl a g/m^2,0.0166,SE,0.037118729,Chl a g/m^2,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3808,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Final,8.58,4.95,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0694,Chl a g/m^2,0.014,SE,0.031304952,Chl a g/m^2,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3795,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Final,10.53,8.04,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0584,Chl a g/m^2,0.0074,SE,0.016546903,Chl a g/m^2,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3807,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Final,12.54,4.5,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0551,Chl a g/m^2,0.01,SE,0.02236068,Chl a g/m^2,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3801,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Initial,NA,NA,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0584,Chl a g/m^2,0.0074,SE,0.016546903,Chl a g/m^2,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3802,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Initial,NA,NA,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0688,Chl a g/m^2,0.0166,SE,0.037118729,Chl a g/m^2,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3813,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Initial,NA,NA,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0551,Chl a g/m^2,0.01,SE,0.02236068,Chl a g/m^2,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3814,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Initial,NA,NA,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0694,Chl a g/m^2,0.014,SE,0.031304952,Chl a g/m^2,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3793,141,141,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,no,"pH, mesograzers",biotic,mesograzers,experimental,pH,8.1,pH,5,NA,NA,45,180,NA,Initial,NA,NA,NA,NA,NA,yes,benthic invertebrates,benthic invertebrate,grazers,H,2,no,2,1,g WW,1,g WW,NA,,42,0,NA,NA,15.3,g WW,0,NA,0,NA,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3794,141,141,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,no,"pH, mesograzers",biotic,mesograzers,experimental,pH,8.1,pH,5,NA,NA,45,180,NA,Initial,NA,NA,NA,NA,NA,yes,benthic invertebrates,benthic invertebrate,grazers,H,2,no,2,1,g WW,1,g WW,NA,,42,0,NA,NA,15.3,g WW,0,NA,0,NA,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3771,141,141,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,no,"pH, mesograzers",none,control,control,pH,8.1,pH,5,NA,NA,45,60,NA,Final,NA,NA,NA,NA,NA,yes,benthic invertebrates,benthic invertebrates,sediment associated,H,2,no,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.3317,g DW,0.0501,SE,0.112027007,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3772,141,141,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,no,"pH, mesograzers",none,control,control,pH,8.1,pH,5,NA,NA,45,60,NA,Final,NA,NA,NA,NA,NA,yes,benthic invertebrates,benthic invertebrates,sediment associated,H,2,no,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.5727,g DW,0.0409,SE,0.091455181,g DW,,,abs,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
